sample_id,partner_sample_id_x,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,partner_sample_id_y,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4j5,Coeae1d,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6p4,ZZB,Cyp6aa,Cyp6aa_Dup,lat,lon,survey,LLIN.intend,llin_actual,Net.intend,Net.actual,Wave,Location,subregions,species,control_phase,partner_sample_id
VBS50306-6645STDY11194073,106905060004,Martin Donnelly,Uganda,6905,2017,6,0.329,33.841,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,31.48,31,31,31.43,31,31,32.12,32,32,30.34,30,30,30.75,31,31,33.54,32,32,0.939,0.02119,1.636,1841.741,0.0015328607012837,0.0171796707229778,0.0181368507831821,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106905060004,1.0,69.0,5.0,60.0,4.0,106905060.0,6905060.0,3.0,38.0,D,2.0,2D,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.332429,33.84283,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106905060004
VBS50307-6645STDY11194074,106902077008,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,27.42,27,27,27.35,27,27,27.87,28,28,26.44,26,27,26.92,27,27,29.23,28,28,0.94,0.02117,1.863,1914.294,0.0038306837770542,0.0230050323508267,0.0256835128417564,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077008,1.0,69.0,2.0,77.0,8.0,106902077.0,6902077.0,3.0,75.0,G,3.0,3G,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077008
VBS50308-6645STDY11194075,106902077012,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,26.23,26,26,26.46,26,26,26.47,26,26,25.33,25,25,25.67,25,25,27.99,27,26,0.939,0.02036,1.726,1577.245,0.0028768699654775,0.0186246418338108,0.0206270627062706,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077012,1.0,69.0,2.0,77.0,12.0,106902077.0,6902077.0,3.0,87.0,H,3.0,3H,S,GA,SS,NN,LL,RR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077012
VBS50309-6645STDY11194076,106902077020,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.22,28,28,28.47,28,29,28.3,28,29,27.47,28,28,27.84,28,28,29.7,29,29,0.941,0.02027,1.503,1461.34,0.0021068760773798,0.025,0.0279605263157894,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077020,1.0,69.0,2.0,77.0,20.0,106902077.0,6902077.0,3.0,4.0,A,4.0,4A,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077020
VBS50310-6645STDY11194077,106902077014,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.08,28,28,27.97,28,28,28.52,28,29,27.1,27,27,27.5,27,28,30.17,29,29,0.939,0.02115,1.786,1900.556,0.0034462952326249,0.0251076040172166,0.0272727272727272,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077014,1.0,69.0,2.0,77.0,14.0,106902077.0,6902077.0,3.0,16.0,B,4.0,4B,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077014
VBS50311-6645STDY11194078,106905060008,Martin Donnelly,Uganda,6905,2017,6,0.329,33.841,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,33.11,33,34,33.19,33,34,33.68,34,35,32.11,32,33,32.43,33,33,34.73,34,34,0.941,0.02115,1.689,2137.886,0.0003833620854897,0.0158045977011494,0.0165289256198347,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106905060008,1.0,69.0,5.0,60.0,8.0,106905060.0,6905060.0,3.0,50.0,E,2.0,2E,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DN,Dup,0.332429,33.84283,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106905060008
VBS50312-6645STDY11194079,106905060009,Martin Donnelly,Uganda,6905,2017,6,0.329,33.841,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,32.05,32,32,31.94,32,32,32.59,33,33,30.96,31,31,31.37,31,31,34.31,33,33,0.938,0.02201,1.781,2236.404,0.0019164430816404,0.0165229885057471,0.0182119205298013,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106905060009,1.0,69.0,5.0,60.0,9.0,106905060.0,6905060.0,3.0,62.0,F,2.0,2F,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.332429,33.84283,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106905060009
VBS50313-6645STDY11194080,106905060006,Martin Donnelly,Uganda,6905,2017,6,0.329,33.841,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,30.31,30,30,30.27,30,29,31.05,31,31,29.03,29,29,29.47,29,29,32.65,31,30,0.937,0.02201,1.651,1769.179,0.003257328990228,0.0114613180515759,0.0131795716639209,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106905060006,1.0,69.0,5.0,60.0,6.0,106905060.0,6905060.0,3.0,74.0,G,2.0,2G,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SS,MM,ZL,DN,Dup,0.332429,33.84283,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106905060006
VBS50314-6645STDY11194081,106905060005,Martin Donnelly,Uganda,6905,2017,6,0.329,33.841,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.55,28,28,28.45,28,28,29.12,29,29,27.51,27,27,27.88,27,28,30.59,29,28,0.936,0.02199,1.502,1410.914,0.0011487650775416,0.0244252873563218,0.0264900662251655,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106905060005,1.0,69.0,5.0,60.0,5.0,106905060.0,6905060.0,3.0,86.0,H,2.0,2H,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.332429,33.84283,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106905060005
VBS50315-6645STDY11194082,106902077001,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.57,28,27,28.79,28,27,29.24,29,28,27.22,26,26,27.56,27,27,30.97,29,28,0.939,0.02033,1.95,2329.407,0.0049827520122652,0.0164520743919885,0.0181219110378912,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077001,1.0,69.0,2.0,77.0,1.0,106902077.0,6902077.0,3.0,28.0,C,4.0,4C,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077001
VBS50316-6645STDY11194083,106902077007,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,26.92,27,27,27.16,27,27,27.28,27,27,25.83,26,26,26.3,26,26,28.76,27,27,0.94,0.02035,1.654,1521.229,0.0017247987734764,0.0151296829971181,0.0166112956810631,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077007,1.0,69.0,2.0,77.0,7.0,106902077.0,6902077.0,3.0,40.0,D,4.0,4D,S,GA,SS,NN,LL,SS,0.0,0.0,0.0,0.0,II,IM,ZL,DN,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077007
VBS50318-6645STDY11194084,106902077004,Martin Donnelly,Uganda,6902,2017,6,0.248,33.888,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,27.77,27,26,28.02,27,27,28.51,28,27,26.29,26,25,26.76,26,26,30.23,28,27,0.939,0.02031,1.517,1401.691,0.0009582215408202,0.0143163922691481,0.0164609053497942,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106902077004,1.0,69.0,2.0,77.0,4.0,106902077.0,6902077.0,3.0,64.0,F,4.0,4F,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,0.24531,33.88862,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106902077004
VBS50321-6645STDY11194085,106907172003,Martin Donnelly,Uganda,6907,2017,6,0.226,33.736,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,27.0,27,27,26.94,27,27,27.28,27,27,26.24,26,26,26.48,26,27,28.86,28,27,0.939,0.02117,1.558,1417.988,0.0015322735108216,0.0150645624103299,0.0165289256198347,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Namayingo,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Namayingo_gamb_2017,UG-E_Namayingo_gamb_2017_06,UG-E_Namayingo_gamb_2017_Q2,106907172003,1.0,69.0,7.0,172.0,3.0,106907172.0,6907172.0,3.0,17.0,B,5.0,5B,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DN,Dup,0.223093,33.73326,baseline,Non-PBO LLIN,Non-PBO LLIN,PermaNet-2,PermaNet-2,3.0,East,East Central,An. gambiae,pre,106907172003
VBS50323-6645STDY11194086,109409028114,Martin Donnelly,Uganda,9409,2017,6,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,29.45,29,30,29.38,29,30,29.59,30,30,28.8,29,29,29.2,29,30,30.9,30,30,0.937,0.02209,1.814,1985.542,0.0019160758766047,0.0236898779612347,0.0256410256410256,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_06,UG-E_Kaliro_gamb_2017_Q2,109409028114,1.0,94.0,9.0,28.0,114.0,109409028.0,9409028.0,5.0,11.0,A,11.0,11A,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,NN,WT,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028114
VBS50325-6645STDY11194087,109409028120,Martin Donnelly,Uganda,9409,2017,6,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,30.17,30,30,30.08,30,29,30.62,30,30,29.09,29,29,29.58,29,29,32.41,31,30,0.937,0.02193,1.627,1749.616,0.0026825062272465,0.0221428571428571,0.0246710526315789,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_06,UG-E_Kaliro_gamb_2017_Q2,109409028120,1.0,94.0,9.0,28.0,120.0,109409028.0,9409028.0,5.0,35.0,C,11.0,11C,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028120
VBS50327-6645STDY11194089,109409028199,Martin Donnelly,Uganda,9409,2017,6,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.53,28,28,28.7,28,28,28.83,29,29,27.53,27,27,27.87,27,28,30.61,29,28,0.94,0.02042,1.518,1547.713,0.0028735632183908,0.0136005726556907,0.0148392415498763,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_06,UG-E_gamb_2017_Q2,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_06,UG-E_Kaliro_gamb_2017_Q2,109409028199,1.0,94.0,9.0,28.0,199.0,109409028.0,9409028.0,5.0,59.0,E,11.0,11E,S,GA,SS,NN,LL,SS,0.0,0.0,0.0,0.0,II,MM,ZZ,DD,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028199
VBS50329-6645STDY11194090,109409028119,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,20.34,20,19,20.29,20,19,20.48,20,20,19.74,19,19,19.99,19,19,21.89,20,20,0.936,0.02147,1.688,1177.054,0.0032585777266628,0.0229390681003584,0.0247729149463253,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028119,1.0,94.0,9.0,28.0,119.0,109409028.0,9409028.0,5.0,83.0,G,11.0,11G,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,II,LL,NN,WT,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028119
VBS50330-6645STDY11194091,109409028269,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,25.75,26,26,25.62,26,26,25.74,26,26,25.34,25,26,25.61,25,26,27.1,26,26,0.938,0.02205,1.904,1769.695,0.0059398352174746,0.0207587687902648,0.0230832646331409,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028269,1.0,94.0,9.0,28.0,269.0,109409028.0,9409028.0,16.0,9.0,A,9.0,9A,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,,MM,ZZ,DD,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028269
VBS50331-6645STDY11194092,109409028033,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,37.32,37,38,37.22,37,37,37.37,38,38,36.55,37,37,37.02,37,38,39.41,38,38,0.942,0.02124,1.398,1886.702,0.0015325670498084,0.0178954903364352,0.0197856553998351,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028033,1.0,94.0,9.0,28.0,33.0,109409028.0,9409028.0,5.0,12.0,A,12.0,12A,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028033
VBS50332-6645STDY11194093,109409028191,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,28.32,28,28,28.58,28,28,28.47,29,29,27.45,27,28,27.81,28,28,30.08,29,29,0.942,0.02036,1.935,2141.556,0.0022988505747126,0.0107681263460157,0.0115606936416184,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028191,1.0,94.0,9.0,28.0,191.0,109409028.0,9409028.0,5.0,24.0,B,12.0,12B,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028191
VBS50333-6645STDY11194094,109409028144,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,34.15,34,35,34.58,35,35,34.2,35,35,33.3,34,34,33.57,34,34,35.97,35,35,0.943,0.02036,1.756,2364.264,0.004596820532465,0.0129310344827586,0.0140728476821192,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028144,1.0,94.0,9.0,28.0,144.0,109409028.0,9409028.0,5.0,36.0,C,12.0,12C,S,GA,SS,NN,LL,SR,1.0,0.0,0.0,0.0,II,IM,ZL,DN,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028144
VBS50334-6645STDY11194095,109409028105,Martin Donnelly,Uganda,9409,2017,7,1.016,33.407,F,1288-VO-UG-DONNELLY-VMF00168,3.6,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.6.html#terms-of-use,False,27.03,27,27,26.96,27,27,27.18,27,28,26.5,26,27,26.67,27,27,28.56,28,28,0.938,0.022,2.166,2392.217,0.0022988505747126,0.0265042979942693,0.0288778877887788,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kaliro,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_07,UG-E_gamb_2017_Q3,UG-E_Kaliro_gamb_2017,UG-E_Kaliro_gamb_2017_07,UG-E_Kaliro_gamb_2017_Q3,109409028105,1.0,94.0,9.0,28.0,105.0,109409028.0,9409028.0,5.0,48.0,D,12.0,12D,S,GA,SS,NN,FF,RR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,1.015315,33.41096,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,109409028105
